ha,spring,summer,autumn,years_since_2012,min_dist_to_roads,BG,BWBS,CWH,ESSF,ICH,IDF,MS,PP,SBPS,SBS,SWB
36.0,0,1,0,3,0.6293543741356687,0,1,0,0,0,0,0,0,0,0,0
2395.6,0,1,0,3,1.0123637098711535,0,1,0,0,0,0,0,0,0,0,0
26.6,0,1,0,3,1.0989947545566268,0,1,0,0,0,0,0,0,0,0,0
9.4,0,1,0,3,0.1388486782621593,0,1,0,0,0,0,0,0,0,0,0
343.4,1,0,0,3,0.36559987020967016,0,1,0,0,0,0,0,0,0,0,0
7803.8,0,1,0,3,0.03860769447388219,0,1,0,0,0,0,0,0,0,0,0
10827.3,0,1,0,3,0.007426699776019018,0,1,0,0,0,0,0,0,0,0,0
307.0,0,1,0,3,1.06769329346298,0,1,0,0,0,0,0,0,0,0,0
66.2,1,0,0,3,0.03454929901950136,0,0,0,0,1,0,0,0,0,0,0
5.8,0,1,0,3,0.05902438698381466,0,0,0,0,0,1,0,0,0,0,0
30.7,0,1,0,3,0.5764725771051394,0,0,0,0,1,0,0,0,0,0,0
32.0,0,1,0,3,0.07444323734866834,0,0,0,0,1,0,0,0,0,0,0
21.0,0,1,0,3,0.24947888721280684,0,0,0,0,1,0,0,0,0,0,0
21.0,0,1,0,3,0.10671268398665222,0,0,0,1,0,0,0,0,0,0,0
39.5,0,1,0,3,0.053850280497243525,1,0,0,0,0,0,0,0,0,0,0
25.0,0,1,0,3,0.07623424535215395,0,0,0,0,0,0,1,0,0,0,0
7.2,0,1,0,3,0.008718743963384843,0,0,0,0,0,0,0,1,0,0,0
230.0,0,1,0,3,0.15622647981422885,0,0,0,0,0,1,0,0,0,0,0
235.0,0,1,0,3,0.06663430694929709,0,0,0,0,0,1,0,0,0,0,0
348.0,0,1,0,3,0.043598502688646734,0,0,0,0,0,1,0,0,0,0,0
100.0,1,0,0,3,0.07615628052091858,1,0,0,0,0,0,0,0,0,0,0
13.2,1,0,0,3,0.14361531189629353,0,0,0,0,0,1,0,0,0,0,0
70.0,0,1,0,3,0.07752951353673831,0,0,0,0,0,1,0,0,0,0,0
20.0,0,1,0,3,0.005015521969403453,0,0,0,0,0,0,0,1,0,0,0
588.0,0,1,0,3,0.23762949117367135,0,0,0,1,0,0,0,0,0,0,0
55.0,0,1,0,3,0.12220265362762255,0,0,0,0,0,1,0,0,0,0,0
147.0,0,1,0,3,0.21301746857264986,0,0,0,0,0,1,0,0,0,0,0
460.0,0,1,0,3,0.11017920348984224,0,0,0,0,0,1,0,0,0,0,0
130.0,0,1,0,3,0.003391475793045914,0,0,0,0,0,0,0,1,0,0,0
5202.0,0,1,0,3,0.008255884612212421,0,0,0,0,0,1,0,0,0,0,0
317.0,0,1,0,3,0.006161174297665553,0,0,0,0,0,0,0,1,0,0,0
6.0,0,1,0,3,0.01812276093377526,0,0,0,0,0,1,0,0,0,0,0
194.0,0,1,0,3,0.18551085505903872,0,0,0,0,0,0,1,0,0,0,0
6.0,0,1,0,3,0.1984948374717452,0,0,0,0,0,0,1,0,0,0,0
11.0,1,0,0,3,0.003272041472331038,0,0,0,0,0,1,0,0,0,0,0
24.0,0,1,0,3,0.17711424338556533,0,0,0,0,0,0,1,0,0,0,0
45.0,0,1,0,3,0.03429253857610121,0,0,0,0,0,1,0,0,0,0,0
400.0,0,1,0,3,0.05915920632669901,0,0,0,0,0,1,0,0,0,0,0
8.1,0,1,0,3,0.037995323535240065,0,0,0,0,0,1,0,0,0,0,0
130.0,1,0,0,3,0.25269139371220783,0,0,0,0,0,1,0,0,0,0,0
8.0,1,0,0,3,0.04840315260864079,0,0,0,0,0,1,0,0,0,0,0
2174.0,1,0,0,3,0.10861865442246074,0,0,0,0,0,0,0,1,0,0,0
11.2,0,1,0,3,0.09552806274135416,0,0,0,0,0,0,0,1,0,0,0
45.0,0,1,0,3,0.0911869348039715,0,0,0,0,0,0,1,0,0,0,0
7.8,1,0,0,3,0.054111384886850473,0,0,0,0,0,1,0,0,0,0,0
6.5,0,1,0,3,0.05326046702955922,0,0,0,0,0,1,0,0,0,0,0
7.0,0,1,0,3,0.026939117240623707,0,0,0,0,0,1,0,0,0,0,0
207.0,0,1,0,3,0.4582927697144377,0,0,0,1,0,0,0,0,0,0,0
117.0,0,1,0,3,0.04314551435697589,0,0,0,0,0,1,0,0,0,0,0
250.0,0,1,0,3,0.10392413976810072,0,0,0,1,0,0,0,0,0,0,0
189.0,0,1,0,3,0.2222256860767765,0,0,0,0,1,0,0,0,0,0,0
200.0,0,1,0,3,0.13604173104403686,0,0,0,1,0,0,0,0,0,0,0
110.0,0,1,0,3,0.3280554677827917,0,0,0,0,1,0,0,0,0,0,0
70.0,0,1,0,3,0.20891052807461694,0,0,0,1,0,0,0,0,0,0,0
1250.0,0,1,0,3,0.25000351832744816,0,0,0,0,0,0,1,0,0,0,0
6.2,1,0,0,3,0.06061141955606683,0,0,0,0,0,1,0,0,0,0,0
54.0,0,1,0,3,0.013521841812080916,0,0,0,0,0,1,0,0,0,0,0
115.0,0,1,0,3,0.22605265492663215,0,0,0,1,0,0,0,0,0,0,0
19.0,0,1,0,3,0.030467625527424873,0,0,0,0,0,1,0,0,0,0,0
18.0,1,0,0,3,0.08554546793802739,0,0,0,0,0,0,1,0,0,0,0
126.0,1,0,0,3,0.32445059485915156,0,0,0,0,1,0,0,0,0,0,0
13.0,0,1,0,3,0.5630186933669801,0,0,0,1,0,0,0,0,0,0,0
145.0,0,1,0,3,0.12299037292909876,0,0,0,1,0,0,0,0,0,0,0
200.0,0,1,0,3,0.0924570440169758,0,0,0,1,0,0,0,0,0,0,0
5.8,0,1,0,3,0.24376085026613767,0,0,0,0,1,0,0,0,0,0,0
40.0,0,1,0,3,0.08724429756833896,0,0,0,0,1,0,0,0,0,0,0
227.0,0,1,0,3,0.17072354604286444,0,0,0,0,1,0,0,0,0,0,0
47.0,0,1,0,3,0.13722982742544337,0,0,0,1,0,0,0,0,0,0,0
1240.0,0,1,0,3,0.2576554924173412,0,0,0,0,1,0,0,0,0,0,0
23.0,0,1,0,3,0.2504749446883102,0,0,0,0,1,0,0,0,0,0,0
74.9,0,1,0,3,0.282125612925724,0,0,0,1,0,0,0,0,0,0,0
71.0,0,1,0,3,0.29752235320420056,0,0,0,1,0,0,0,0,0,0,0
26.1,0,1,0,3,0.08610488028729824,0,0,0,0,0,1,0,0,0,0,0
6.4,0,1,0,3,0.14173868642504428,0,0,0,0,0,1,0,0,0,0,0
17.7,0,1,0,3,0.005242069436434186,0,0,0,0,0,1,0,0,0,0,0
7.6,0,1,0,3,0.17725594157969532,0,0,0,0,0,1,0,0,0,0,0
6.8,0,1,0,3,0.004436397376771164,0,0,0,0,1,0,0,0,0,0,0
9.0,0,1,0,3,0.11840435707508175,0,0,0,0,1,0,0,0,0,0,0
18.85,0,1,0,3,0.18494529864852743,0,0,0,0,1,0,0,0,0,0,0
71.0,0,1,0,3,0.5099967938003686,0,0,0,0,0,0,1,0,0,0,0
4417.0,0,1,0,3,0.010869391375198982,0,0,0,0,0,1,0,0,0,0,0
1966.0,0,1,0,3,0.20370943659096913,0,0,0,0,1,0,0,0,0,0,0
320.0,0,1,0,3,0.03694001108934465,0,0,0,0,1,0,0,0,0,0,0
303.0,0,1,0,3,0.39237888592614856,0,0,0,1,0,0,0,0,0,0,0
277.3,0,1,0,3,0.23397362064260424,0,0,0,1,0,0,0,0,0,0,0
470.0,0,1,0,3,0.345588609417426,0,0,0,1,0,0,0,0,0,0,0
48.4,0,1,0,3,0.4920287048494703,0,0,0,1,0,0,0,0,0,0,0
777.0,0,1,0,3,0.0472279879615683,0,0,0,1,0,0,0,0,0,0,0
22.8,0,1,0,3,0.04676174337155351,0,0,0,0,1,0,0,0,0,0,0
70.6,0,1,0,3,0.5011410292817402,0,0,0,0,1,0,0,0,0,0,0
10.6,0,1,0,3,0.16763093026230697,0,0,0,1,0,0,0,0,0,0,0
13.0,0,1,0,3,0.46424064789837166,0,0,0,0,1,0,0,0,0,0,0
7.1,0,1,0,3,0.0038240548665976603,0,0,0,0,1,0,0,0,0,0,0
5.1,0,1,0,3,0.15544813903615337,0,0,0,1,0,0,0,0,0,0,0
41.5,0,1,0,3,0.17507554405119646,0,0,0,1,0,0,0,0,0,0,0
165.0,0,1,0,3,0.12688339710127886,0,0,0,1,0,0,0,0,0,0,0
480.0,0,1,0,3,0.03120325759477328,0,0,0,0,1,0,0,0,0,0,0
78.4,0,1,0,3,0.429606995109498,0,0,0,1,0,0,0,0,0,0,0
12.0,0,0,1,3,0.029040206970173146,0,0,0,0,1,0,0,0,0,0,0
164.0,1,0,0,3,0.5404802526918331,0,0,0,0,0,0,0,0,0,1,0
38.2,1,0,0,3,0.07523986008814035,0,0,0,0,0,1,0,0,0,0,0
355.0,1,0,0,3,0.1273871082680108,0,0,0,0,0,1,0,0,0,0,0
24.8,0,1,0,3,0.09891867075888625,0,0,0,0,0,1,0,0,0,0,0
655.0,0,1,0,3,0.04189428160549368,0,0,0,0,0,1,0,0,0,0,0
38.2,0,1,0,3,0.03678707591279329,0,0,0,0,0,1,0,0,0,0,0
17.1,0,0,0,3,0.003952947392649074,0,0,0,0,0,1,0,0,0,0,0
5.0,1,0,0,3,0.0010212368485195034,0,0,0,0,0,1,0,0,0,0,0
7.0,1,0,0,3,0.007885350194864115,0,0,0,0,0,1,0,0,0,0,0
13.1,1,0,0,3,0.014589066438736645,0,0,0,0,0,1,0,0,0,0,0
60.0,1,0,0,3,0.41789367057899457,1,0,0,0,0,0,0,0,0,0,0
7.0,1,0,0,3,0.36103135555940447,0,0,0,0,0,1,0,0,0,0,0
9.0,1,0,0,3,0.028911010194803525,0,0,0,0,0,1,0,0,0,0,0
10.0,1,0,0,3,0.039550446676312065,0,0,0,0,0,1,0,0,0,0,0
24.5,1,0,0,3,0.021286652694042306,0,0,0,0,0,1,0,0,0,0,0
5.7,1,0,0,3,0.052746811706214036,0,0,0,0,0,1,0,0,0,0,0
25.0,1,0,0,3,0.026022986254668878,0,0,0,0,0,1,0,0,0,0,0
11.2,1,0,0,3,0.28277440865782305,0,0,0,0,0,0,0,0,1,0,0
8089.0,0,1,0,3,0.1021575868959052,0,0,0,0,0,0,0,0,1,0,0
8.0,0,1,0,3,0.3668498199928816,0,0,0,0,0,0,0,0,1,0,0
378.87,0,1,0,3,0.9623220240426138,0,0,0,1,0,0,0,0,0,0,0
11.1,0,1,0,3,0.30004176157384727,0,0,0,0,0,0,0,0,1,0,0
78.0,0,1,0,4,0.022864653010433236,0,0,0,0,0,0,0,0,0,0,0
17.2,0,1,0,4,0.04537187276897436,0,0,1,0,0,0,0,0,0,0,0
5.2,0,1,0,4,0.26670409923468524,0,0,1,0,0,0,0,0,0,0,0
5.8,0,1,0,4,0.13398578410530876,0,0,1,0,0,0,0,0,0,0,0
7.0,0,1,0,4,0.015582028714862655,0,0,1,0,0,0,0,0,0,0,0
27.0,0,0,1,4,0.13880439490175478,0,0,1,0,0,0,0,0,0,0,0
189.9,0,1,0,4,0.8256191747074233,0,0,1,0,0,0,0,0,0,0,0
10.0,0,1,0,4,0.49155465399240006,0,0,1,0,0,0,0,0,0,0,0
150.0,0,0,0,4,0.058896165346348436,0,0,1,0,0,0,0,0,0,0,0
26.0,1,0,0,4,0.0659228421677878,0,0,0,0,0,0,0,0,0,1,0
11.9,1,0,0,4,0.08057252648258771,0,0,0,0,0,0,0,0,0,1,0
129.5,1,0,0,4,0.22809423535424614,0,0,0,0,0,0,0,0,0,1,0
15.9,0,1,0,4,0.019047996262014665,0,0,0,0,0,0,0,0,0,1,0
17.0,0,1,0,4,0.918884524287798,0,0,0,0,0,0,0,0,0,1,0
9.8,0,1,0,4,0.9465414029656585,0,0,0,1,0,0,0,0,0,0,0
6.0,1,0,0,4,0.033337453517478514,0,0,0,0,1,0,0,0,0,0,0
8.0,1,0,0,4,0.0900097954058399,0,0,1,0,0,0,0,0,0,0,0
13.0,0,1,0,4,0.06602428804890342,0,0,1,0,0,0,0,0,0,0,0
160.0,0,1,0,4,0.3838964440212701,0,1,0,0,0,0,0,0,0,0,0
100.0,0,1,0,4,0.47874223939570254,0,0,0,0,1,0,0,0,0,0,0
8.0,0,1,0,4,1.3213179715829737,0,1,0,0,0,0,0,0,0,0,0
439.0,0,1,0,4,1.0112721133766085,0,1,0,0,0,0,0,0,0,0,0
57.0,0,1,0,4,0.18409113152765852,0,1,0,0,0,0,0,0,0,0,0
4687.0,0,1,0,4,0.16428472540323968,0,1,0,0,0,0,0,0,0,0,0
14.0,1,0,0,4,0.19994440171872518,0,0,0,0,0,0,0,0,0,1,0
6.5,1,0,0,4,0.5177507068383589,0,0,0,0,0,0,0,0,0,1,0
7.0,0,1,0,4,0.0942981890700192,0,0,0,0,0,0,0,0,0,1,0
16.8,0,1,0,4,0.29061388002261795,0,0,0,1,0,0,0,0,0,0,0
7.0,1,0,0,4,0.058827191629564714,0,0,0,0,0,0,0,0,0,1,0
17.6,1,0,0,4,0.04634428977981128,0,0,0,0,0,0,0,0,0,1,0
20.0,1,0,0,4,0.05858208017129189,0,1,0,0,0,0,0,0,0,0,0
59.1,1,0,0,4,0.005488161502054007,0,1,0,0,0,0,0,0,0,0,0
40.0,1,0,0,4,0.04274818632183938,0,1,0,0,0,0,0,0,0,0,0
18.0,1,0,0,4,0.085927131958401,0,1,0,0,0,0,0,0,0,0,0
272.1,1,0,0,4,0.01640848588116628,0,1,0,0,0,0,0,0,0,0,0
37.0,1,0,0,4,0.0585453345661832,0,1,0,0,0,0,0,0,0,0,0
641.0,1,0,0,4,0.0058365742274641,0,1,0,0,0,0,0,0,0,0,0
447.0,1,0,0,4,0.2437402209807147,0,1,0,0,0,0,0,0,0,0,0
475.0,1,0,0,4,0.06221990604517323,0,1,0,0,0,0,0,0,0,0,0
18.0,1,0,0,4,0.06955365548901564,0,1,0,0,0,0,0,0,0,0,0
9.7,1,0,0,4,0.02162544707587253,0,1,0,0,0,0,0,0,0,0,0
539.0,1,0,0,4,0.08476206154982778,0,1,0,0,0,0,0,0,0,0,0
897.0,1,0,0,4,0.016035107635349242,0,1,0,0,0,0,0,0,0,0,0
16.4,1,0,0,4,0.04444058797903235,0,1,0,0,0,0,0,0,0,0,0
510.0,1,0,0,4,0.0777903177976384,0,1,0,0,0,0,0,0,0,0,0
14.0,1,0,0,4,0.11081285244465977,0,1,0,0,0,0,0,0,0,0,0
13.6,1,0,0,4,0.1336178270209534,0,1,0,0,0,0,0,0,0,0,0
74.0,1,0,0,4,0.2057283266990215,0,1,0,0,0,0,0,0,0,0,0
13.0,1,0,0,4,0.14921563330912663,0,1,0,0,0,0,0,0,0,0,0
58.5,0,1,0,4,0.15087255160553584,0,1,0,0,0,0,0,0,0,0,0
20.0,1,0,0,4,0.031126044303147065,0,1,0,0,0,0,0,0,0,0,0
420.0,1,0,0,4,0.04269084244775728,0,1,0,0,0,0,0,0,0,0,0
100.0,1,0,0,4,0.07305024122775154,0,1,0,0,0,0,0,0,0,0,0
15739.0,1,0,0,4,0.11927030329395738,0,1,0,0,0,0,0,0,0,0,0
500.0,1,0,0,4,0.01248644700619004,0,1,0,0,0,0,0,0,0,0,0
25.0,1,0,0,4,0.013976769421883455,0,1,0,0,0,0,0,0,0,0,0
52.0,1,0,0,4,0.02195280102031927,0,1,0,0,0,0,0,0,0,0,0
250.0,1,0,0,4,0.002677956000394295,0,1,0,0,0,0,0,0,0,0,0
96.0,1,0,0,4,0.05862469188044207,0,1,0,0,0,0,0,0,0,0,0
62700.0,1,0,0,4,0.26523879043165793,0,1,0,0,0,0,0,0,0,0,0
5636.0,1,0,0,4,0.10096017566618189,0,1,0,0,0,0,0,0,0,0,0
237.0,1,0,0,4,0.3755366753242709,0,1,0,0,0,0,0,0,0,0,0
131.0,1,0,0,4,0.2087754119020959,0,1,0,0,0,0,0,0,0,0,0
79.0,1,0,0,4,0.004816151412902718,0,1,0,0,0,0,0,0,0,0,0
84.0,1,0,0,4,0.08624386946231585,0,1,0,0,0,0,0,0,0,0,0
300.0,1,0,0,4,0.22744274486698698,0,1,0,0,0,0,0,0,0,0,0
236.0,1,0,0,4,0.07229560006291398,0,1,0,0,0,0,0,0,0,0,0
31.0,1,0,0,4,0.0447722520054715,0,1,0,0,0,0,0,0,0,0,0
25.0,1,0,0,4,0.060924622636835596,0,1,0,0,0,0,0,0,0,0,0
13.0,1,0,0,4,0.4019600744511148,0,1,0,0,0,0,0,0,0,0,0
14.4,0,1,0,4,0.9229194364350124,0,1,0,0,0,0,0,0,0,0,0
16.6,0,1,0,4,0.3405936467939999,0,1,0,0,0,0,0,0,0,0,0
29.7,1,0,0,4,0.0021225218316200355,0,0,0,0,0,0,0,0,0,0,1
6.0,1,0,0,4,0.9454787898722629,0,1,0,0,0,0,0,0,0,0,0
101.3,0,1,0,4,0.6371254021617234,0,1,0,0,0,0,0,0,0,0,0
22.4,0,1,0,4,0.9999510637465953,0,1,0,0,0,0,0,0,0,0,0
8.3,0,1,0,4,0.670463469803895,0,1,0,0,0,0,0,0,0,0,0
98.1,0,1,0,4,0.40916686116941026,0,1,0,0,0,0,0,0,0,0,0
21.2,0,1,0,4,1.6722418270875306,0,1,0,0,0,0,0,0,0,0,0
20.9,0,1,0,4,0.9210901738360336,0,1,0,0,0,0,0,0,0,0,0
60.0,0,1,0,4,1.2456195232003278,0,1,0,0,0,0,0,0,0,0,0
19.9,0,1,0,4,1.131080799924791,0,1,0,0,0,0,0,0,0,0,0
13.8,0,1,0,4,1.0970330331431797,0,1,0,0,0,0,0,0,0,0,0
392.6,0,1,0,4,0.9850109865950163,0,1,0,0,0,0,0,0,0,0,0
13.7,0,1,0,4,1.4993583010243767,0,1,0,0,0,0,0,0,0,0,0
9.0,1,0,0,4,0.015762914766323386,0,0,0,0,0,0,0,1,0,0,0
12.9,1,0,0,4,0.0073325746018232,0,0,0,0,0,0,0,1,0,0,0
5.47,1,0,0,4,0.07592499785142089,1,0,0,0,0,0,0,0,0,0,0
17.0,0,1,0,4,0.11653892429262616,0,0,0,0,0,1,0,0,0,0,0
6.0,0,1,0,4,0.04964702582473924,0,0,0,0,0,1,0,0,0,0,0
16.0,1,0,0,4,0.04286335267235097,0,0,0,0,0,1,0,0,0,0,0
14.0,0,1,0,4,0.09951906589703727,0,0,0,0,0,0,1,0,0,0,0
60.34,0,1,0,4,0.032378761245144695,0,0,0,0,0,0,0,1,0,0,0
16.3,0,1,0,4,0.03615156660149252,1,0,0,0,0,0,0,0,0,0,0
92.5,1,0,0,4,0.06087242870283851,0,0,0,0,0,1,0,0,0,0,0
5.0,0,1,0,4,0.08114777382174934,0,0,0,0,0,0,1,0,0,0,0
11.7,0,1,0,4,0.22717189397467807,0,0,0,1,0,0,0,0,0,0,0
5.0,0,1,0,4,0.04326342666079192,0,0,0,0,0,1,0,0,0,0,0
31.0,1,0,0,4,0.02535828625941188,0,0,0,0,0,0,0,1,0,0,0
8.0,1,0,0,4,0.12419439870977554,0,0,0,0,0,1,0,0,0,0,0
12.0,1,0,0,4,0.09639442221804116,1,0,0,0,0,0,0,0,0,0,0
538.0,0,1,0,4,0.07960784192748167,0,0,0,0,0,0,0,1,0,0,0
37.0,1,0,0,4,0.05097899249873519,0,0,0,0,0,1,0,0,0,0,0
6.8,1,0,0,4,0.0795965424342835,0,0,0,0,0,1,0,0,0,0,0
24.0,1,0,0,4,0.1269528394584719,0,0,0,0,0,0,1,0,0,0,0
6.3,0,1,0,4,0.005410893686854171,0,0,0,0,0,1,0,0,0,0,0
15.0,0,1,0,4,0.09965438497670064,0,0,0,0,1,0,0,0,0,0,0
20.2,0,1,0,4,0.18186588297718398,0,0,0,0,1,0,0,0,0,0,0
20.6,0,1,0,4,0.09320642996434887,0,0,0,0,1,0,0,0,0,0,0
224.0,1,0,0,4,0.0045455125994261466,0,0,0,0,0,0,0,1,0,0,0
145.9,0,1,0,4,0.3632340931654895,0,0,0,1,0,0,0,0,0,0,0
8.0,1,0,0,4,0.04968970364443135,0,0,0,0,0,0,0,0,0,1,0
398.5,1,0,0,4,0.8305672954990679,0,0,0,0,0,0,0,0,1,0,0
18.7,0,1,0,4,0.42404311579352233,0,0,0,1,0,0,0,0,0,0,0
17.0,1,0,0,4,0.35910354002164596,0,0,0,0,0,0,0,0,1,0,0
11.9,0,1,0,4,0.053701587690478725,1,0,0,0,0,0,0,0,0,0,0
8.55,0,1,0,4,0.13254602063981435,1,0,0,0,0,0,0,0,0,0,0
5.3,1,0,0,4,0.010228390935029223,0,0,0,0,0,1,0,0,0,0,0
26.0,1,0,0,4,0.2294067181887403,0,0,0,0,0,1,0,0,0,0,0
10.5,1,0,0,4,0.050151531763725235,0,0,0,0,0,0,0,0,1,0,0
11.0,1,0,0,4,0.6397711918916863,0,0,0,0,0,1,0,0,0,0,0
11.8,1,0,0,4,0.10149017106830605,0,0,0,0,0,0,0,0,1,0,0
20.0,1,0,0,4,0.01219321855129412,0,0,0,0,0,0,0,0,1,0,0
8.0,1,0,0,4,0.003695085020835761,0,0,0,0,0,0,0,0,1,0,0
6.7,1,0,0,4,0.04440845913801273,0,0,0,0,0,0,0,0,1,0,0
200.0,1,0,0,4,0.1368847975913872,0,0,0,0,0,0,0,0,1,0,0
30.0,0,1,0,4,0.5544765336651667,0,0,1,0,0,0,0,0,0,0,0
8.7,1,0,0,5,0.0811962300093139,0,0,0,0,0,1,0,0,0,0,0
8.0,1,0,0,5,0.05733312894075242,0,0,0,0,0,1,0,0,0,0,0
132.2,1,0,0,5,0.48722419997532385,0,0,0,0,0,0,0,0,0,1,0
27.4,1,0,0,5,0.20149916174814655,0,0,0,0,0,1,0,0,0,0,0
25.9,0,1,0,5,0.2988407272726326,0,0,0,0,0,1,0,0,0,0,0
41.8,0,1,0,5,0.07940270560203075,0,0,0,0,0,0,0,0,1,0,0
196.0,0,1,0,5,0.5013510259087148,0,0,0,0,1,0,0,0,0,0,0
5711.0,0,1,0,5,0.07905453783331226,0,0,0,0,0,1,0,0,0,0,0
595.0,0,1,0,5,0.11563713325116456,0,0,0,0,0,0,0,0,0,1,0
127.2,0,1,0,5,0.05696416622651084,0,0,0,0,0,0,0,0,0,1,0
4121.7,0,1,0,5,0.033848603837946356,0,0,0,0,0,1,0,0,0,0,0
28.0,0,1,0,5,0.3524939421390975,0,0,0,0,0,0,0,0,0,1,0
40.9,0,1,0,5,0.07968306263473221,0,0,0,0,0,1,0,0,0,0,0
5648.0,0,1,0,5,0.17414757604621262,0,0,0,0,0,0,0,0,0,1,0
521012.0,0,1,0,5,0.44271606922751283,0,0,0,0,0,0,0,0,1,0,0
3387.0,0,1,0,5,0.13951966424585663,0,0,0,0,0,1,0,0,0,0,0
12723.0,0,1,0,5,0.08411808077783683,0,0,0,0,0,1,0,0,0,0,0
13211.0,0,1,0,5,0.1457846318695439,0,0,0,0,0,1,0,0,0,0,0
278.0,0,1,0,5,0.01720980804550957,0,0,0,0,0,1,0,0,0,0,0
239298.0,0,1,0,5,0.10108702281158653,0,0,0,0,0,1,0,0,0,0,0
25558.0,0,1,0,5,0.05386111996755231,0,0,0,0,0,1,0,0,0,0,0
13.8,0,1,0,5,0.20966636976544126,0,0,0,0,0,0,0,0,0,1,0
859.0,0,1,0,5,0.4096957945387023,0,0,0,0,0,0,0,0,0,1,0
92.3,0,1,0,5,0.371629963363565,0,0,0,0,0,0,1,0,0,0,0
21870.0,0,1,0,5,0.73077504323705,0,0,0,0,0,0,0,0,1,0,0
260.0,0,1,0,5,0.7591843940088869,0,0,0,0,0,0,0,0,0,1,0
97.3,0,1,0,5,0.055381178480657975,0,0,0,0,0,0,0,0,0,1,0
640.0,0,1,0,5,0.4760621406303354,0,0,0,1,0,0,0,0,0,0,0
587.0,0,1,0,5,0.4035482894978679,0,0,0,1,0,0,0,0,0,0,0
1712.0,0,1,0,5,0.20036066833482713,0,0,0,1,0,0,0,0,0,0,0
226.39,0,1,0,5,0.3720386378223227,0,0,0,1,0,0,0,0,0,0,0
577.0,0,1,0,5,0.6619199436536982,0,0,0,0,1,0,0,0,0,0,0
1375.0,0,1,0,5,0.5200397611322835,0,0,0,1,0,0,0,0,0,0,0
4831.0,0,1,0,5,0.5645982352666122,0,0,0,1,0,0,0,0,0,0,0
872.0,0,1,0,5,0.6311999801068631,0,0,0,0,1,0,0,0,0,0,0
1248.0,0,1,0,5,0.5812202383338789,0,0,0,0,1,0,0,0,0,0,0
1725.0,0,1,0,5,0.7295105071111266,0,0,0,1,0,0,0,0,0,0,0
26.0,0,1,0,5,0.49592725966406515,0,0,0,0,0,0,0,0,1,0,0
36.8,0,1,0,5,0.25783019883978914,0,0,0,1,0,0,0,0,0,0,0
197.3,0,1,0,5,0.2739113697997516,0,0,0,0,0,0,0,0,0,1,0
29.7,0,1,0,5,0.33732819707517947,0,0,0,0,0,0,0,0,0,1,0
6.0,0,1,0,5,0.4327330244666488,0,0,0,1,0,0,0,0,0,0,0
15.0,0,1,0,5,0.6369093743541504,0,0,0,1,0,0,0,0,0,0,0
561.0,0,1,0,5,0.758029911108297,0,0,0,0,1,0,0,0,0,0,0
14.0,0,1,0,5,0.47885466501550444,0,0,0,1,0,0,0,0,0,0,0
45.0,0,0,1,5,0.11527180219212306,0,0,0,0,0,0,0,0,1,0,0
5.2,0,0,1,5,0.4557657915217111,0,0,0,0,0,0,0,0,0,1,0
14.9,0,1,0,5,0.06598121395284437,0,0,1,0,0,0,0,0,0,0,0
202.0,0,1,0,5,0.3167462049545171,0,0,1,0,0,0,0,0,0,0,0
8.3,0,1,0,5,0.3629755921176235,0,0,0,0,0,0,0,0,0,0,0
7367.0,0,1,0,5,0.11686570450411873,0,0,0,0,0,1,0,0,0,0,0
95.5,0,1,0,5,0.16910241059427839,0,0,1,0,0,0,0,0,0,0,0
85.0,0,1,0,5,0.1764852840253361,0,0,1,0,0,0,0,0,0,0,0
6.0,0,0,1,5,0.15930832480733284,0,0,1,0,0,0,0,0,0,0,0
43.6,0,0,1,5,0.17090764029086575,0,0,1,0,0,0,0,0,0,0,0
39.0,0,0,1,5,0.1850407848974527,0,0,1,0,0,0,0,0,0,0,0
30.0,0,0,1,5,0.1613869719570182,0,0,1,0,0,0,0,0,0,0,0
24.0,0,0,1,5,0.3886598413098003,0,0,1,0,0,0,0,0,0,0,0
80.0,0,0,1,5,0.007141026120798529,0,0,1,0,0,0,0,0,0,0,0
12.0,0,0,1,5,0.21278274357804555,0,0,1,0,0,0,0,0,0,0,0
55.1,0,0,1,5,0.040805167690190956,0,0,1,0,0,0,0,0,0,0,0
24.0,0,0,1,5,0.1691197258222009,0,0,1,0,0,0,0,0,0,0,0
18.7,0,0,1,5,0.009806104849721586,0,0,1,0,0,0,0,0,0,0,0
40.4,0,0,1,5,0.004245718261733362,0,0,1,0,0,0,0,0,0,0,0
20.0,0,0,1,5,0.05460865910620159,0,0,1,0,0,0,0,0,0,0,0
22.0,0,0,1,5,0.21256411245798748,0,0,1,0,0,0,0,0,0,0,0
16.0,0,0,1,5,0.21998609654231624,0,0,1,0,0,0,0,0,0,0,0
5.0,0,0,1,5,0.16753006067877568,0,0,1,0,0,0,0,0,0,0,0
20.0,0,0,1,5,0.053243078333363024,0,0,1,0,0,0,0,0,0,0,0
20.0,0,0,1,5,0.04023023747632371,0,0,1,0,0,0,0,0,0,0,0
26.82800000000001,1,0,0,5,0.04078914097708604,0,0,1,0,0,0,0,0,0,0,0
8.7,1,0,0,5,0.05141727718206373,0,0,0,0,0,0,0,1,0,0,0
30.0,1,0,0,5,0.014294724872893317,0,0,0,0,0,1,0,0,0,0,0
6.0,1,0,0,5,0.015272920706804279,0,0,0,0,0,0,0,1,0,0,0
156.0,1,0,0,5,0.06167671631853943,0,0,0,0,0,0,0,1,0,0,0
